"","Name_of_Organisation","Type","Country","Divestment_Type","More_Info","Policy"
"1182"," 'http://www.urc.org.uk' United Reformed Church, UK","Faith-based Organization","UK","Full","'https://urc.org.uk/latest-news/3214-faith-institutions-reach-9-trillion-divestment-milestone'",1
"1183"," 'https://assembly.uca.org.au/' Uniting Church of Australia Assembly","Faith-based Organization","Australia","Full","'https://assembly.uca.org.au/news/item/1585-assembly-to-divest-from-fossil-fuels'",1
"1184"," 'http://nswact.uca.org.au/' Uniting Church, New South Wales &amp; ACT, Australia","Faith-based Organization","Australia","Full","'http://www.insights.uca.org.au/synod-2013/church-to-divest-from-corporations-engaged-in-the-extraction-of-fossil-fuels'",1
"1185"," 'http://www.unity.edu/' Unity College","Educational Institution","USA","Full","",1
"1186"," 'http://unitytemple.org/' Unity Temple Unitarian Universalist Congregation, IL","Faith-based Organization","USA","Full","",1
"1187"," 'http://www.uofoundation.org/s/1540/foundation/start.aspx' Univeristy of Oregon Foundation","Educational Institution","USA","Full","'http://www.uofoundation.org/s/1540/foundation/index.aspx?sid=1540&amp;gid=1&amp;pgid=6167'",1
"1188"," 'https://www.ucl.ac.uk/' University College London","Educational Institution","UK","Full","'http://www.ucl.ac.uk/greenucl/what-we-do/ethical-investment'",1
"1189"," 'http://www.uca.ac.uk/' University for the Creative Arts","Educational Institution","UK","Fossil Free","'https://peopleandplanet.org/blog/2017-08-17/fossil-fuel-divestment-state-sector'",1
"1190","University of Abertay Dundee","Educational Institution","UK","Full","'https://peopleandplanet.org/university/129423#fossil-free-scorecard'",1
"1191","University of Arts Bournemouth","Educational Institution","UK","Full","'https://peopleandplanet.org/university/159925#fossil-free-scorecard'",1
"1192"," 'http://uoafoundation.org.nz/' University of Auckland Foundation","Educational Institution","New Zealad","Full","'https://350.org.nz/press-release-students-celebrate-as-university-of-auckland-ditches-fossil-fuels/'",1
"1193"," 'http://www.bath.ac.uk' University of Bath","Educational Institution","UK","Full","'http://www.bath.ac.uk/news/2018/05/08/university-to-divest-from-direct-holdings-in-fossil-fuels/'",1
"1194"," 'http://www.beds.ac.uk/' University of Bedfordshire","Educational Institution","UK","Full","'http://gofossilfree.org/uk/press-release/university-of-bedfordshire-commits-to-not-invest-in-the-fossil-fuel-industry/'",1
"1195"," 'http://www.bristol.ac.uk/' University of Bristol","Educational Institution","UK","Partial","'http://www.climateactionprogramme.org/news/the-university-of-bristol-divests-from-the-worst-polluters'",1
"1196"," 'https://www.ubc.ca/' University of British Columbia","Educational Institution","Canada","Partial","'https://www.cbc.ca/news/canada/british-columbia/ubc-divestment-vote-1.5371719'",1
"1197"," 'http://universityofcalifornia.edu/' University of California","Educational Institution","USA","Full","'https://www.rollingstone.com/politics/politics-news/university-of-california-system-divestment-fossil-fuels-886203/amp/#aoh=15688589445220&amp;referrer=https%3A%2F%2Fwww.google.com&amp;_tf=From%20%251%24s'",1
"1198"," 'https://www.cam.ac.uk/' University of Cambridge","Educational Institution","UK","Full","'https://www.cam.ac.uk/news/cambridge-to-divest-from-fossil-fuels-with-net-zero-plan?ucam-ref=home-carousel'",1
"1199"," 'https://www1.chester.ac.uk/' University of Chester","Educational Institution","UK","Full","'https://peopleandplanet.org/blog/2017-08-17/fossil-fuel-divestment-state-sector'",1
"1200"," 'http://www.ku.dk/english/' University of Copenhagen","Educational Institution","Denmark","Full","'http://universitetsavisen.dk/politik/ku-dropper-beskidte-investeringer'",1
"1201"," 'https://www.cumbria.ac.uk/' University of Cumbria","Educational Institution","UK","Fossil Free","'https://peopleandplanet.org/blog/2017-08-17/fossil-fuel-divestment-state-sector'",1
"1202"," 'https://www.udayton.edu/' University of Dayton","Educational Institution","USA","Full","",1
"1203"," 'https://www.dundee.ac.uk/' University of Dundee","Educational Institution","United Kingdom","Full","'https://www.dundee.ac.uk/stories/university-divest-fossil-fuel-companies'",1
"1204"," 'https://www.uea.ac.uk/' University of East Anglia","Educational Institution","UK","Full","'https://thenorwichradical.com/2017/11/10/uea-fossil-free-at-last/'",1
"1205"," 'http://www.ed.ac.uk/' University of Edinburgh","Educational Institution","UK","Full","'https://twitter.com/peopleandplanet/status/960646910464970752'",1
"1206"," 'https://www.essex.ac.uk/' University of Essex","Educational Institution","UK","Full","'https://www.essex.ac.uk/sustainability/policies,-strategies-and-reports'",1
"1207"," 'https://www.ugent.be/en' University of Ghent","Educational Institution","Belgium","Full","'https://www.nieuwsblad.be/cnt/dmf20171204_03225070'",1
"1208"," 'http://www.gla.ac.uk/' University of Glasgow","Educational Institution","UK","Full","'http://www.gla.ac.uk/news/archiveofnews/2014/october/headline_364008_en.html'",1
"1209","University of Gloucestershire","Educational Institution","UK","Coal and Tar Sands Only","'https://peopleandplanet.org/university/129446#fossil-free-scorecard'",1
"1210","University of Greenwich","Educational Institution","UK","Coal and Tar Sands Only","'https://peopleandplanet.org/university/129447#fossil-free-scorecard'",1
"1211"," 'https://www.uoguelph.ca/' University of Guelph","Educational Institution","Canada","Full","'https://www.guelphtoday.com/coronavirus-covid-19-local-news/u-of-g-votes-in-favour-of-divesting-from-fossil-fuels-2275472'",1
"1212"," 'http://www.uni-goettingen.de/' University of Göttingen","Educational Institution","Germany","Full","'https://www.klimareporter.de/finanzen/uni-goettingen-plant-divestment'",1
"1213"," 'http://www.hawaii.edu/' University of Hawaii","Educational Institution","USA","Full","'http://350hawaii.org/?p=274&amp;utm_content=bufferb794a&amp;utm_medium=social&amp;utm_source=twitter.com&amp;utm_campaign=buffer'",1
"1214"," 'http://www.herts.ac.uk/' University of Hertfordshire","Educational Institution","UK","Coal and Tar Sands Only","'http://blog.peopleandplanet.org/blog/2015/11/10/university-fossil-fuel-divestment-doubles-ahead-of-paris-climate-talks-press-release/'",1
"1215"," 'https://www.hud.ac.uk/' University of Huddersfield","Educational Institution","UK","Full","'https://www.examiner.co.uk/news/huddersfield-university-makes-stance-clear-13879485'",1
"1216"," 'https://www.uillinois.edu/' University of Illinois","Educational Institution","USA","Full","'https://www.news-gazette.com/news/local/university-illinois/uis-new-climate-action-plan-includes-divestment-from-fossil-fuel/article_a77e26fa-eae9-5559-9e8f-7fa667a5c8c4.html'",1
"1217"," 'https://www.keele.ac.uk' University of Keele","Educational Institution","UK","Full","'https://www.keele.ac.uk/media/keeleuniversity/microsites/greenkeele/reportsandmins/Ethical%20Investment%20Policy%20approved%20June%202018.pdf'",1
"1218","University of Kent","Educational Institution","UK","Full","'https://peopleandplanet.org/university/129381/ul16'",1
"1219"," 'https://www.leeds.ac.uk/' University of Leeds","Educational Institution","UK","Partial","'Email via People and Planet'",1
"1220","University of Lincoln","Educational Institution","UK","Full","'https://peopleandplanet.org/university/158477/ul16'",1
"1221"," 'https://www.liverpool.ac.uk' University of Liverpool","Educational Institution","UK","Full","'https://news.liverpool.ac.uk/2018/11/21/university-to-introduce-ethical-investment-policy-2/'",1
"1222"," 'http://www.ulg.ac.be' University of Liège","Educational Institution","Belgium","Partial","'http://www.ulg.ac.be/cms/c_8375186/fr/l-ulg-se-desengage-des-investissements-dans-les-energies-fossiles'",1
"1223"," 'http://www.maine.edu/' University of Maine System","Educational Institution","USA","Coal Only","'http://350.org/wp-content/uploads/2015/01/10615341_688676147916110_408539276513572856_n.png'",1
"1224"," 'https://www.manchester.ac.uk' University of Manchester","Educational Institution","United Kingdom","Full","'https://www.staffnet.manchester.ac.uk/news/display/?id=24211'",1
"1225"," 'https://www.umd.edu/' University of Maryland","Educational Institution","USA","Full","'http://www.baltimoresun.com/news/maryland/education/bs-md-usmf-divestment-20160628-story.html'",1
"1226"," 'https://www.umassp.edu/foundation' University of Massachusetts Foundation","Educational Institution","USA","Full","'http://www.masslive.com/news/index.ssf/2015/12/umass_foundation_says_will_div.html'",1
"1227"," 'https://www.uni-muenster.de/en/' University of Münster","Educational Institution","Germany","Partial","'https://gofossilfree.org/de/press-release/universitaet-muenster-schliesst-als-erste-universitaet-deutschlands-investitionen-in-klimaschaedlichen-kohle-oel-und-gassektor-aus/'",1
"1228"," 'https://www.nottingham.ac.uk/' University of Nottingham","Educational Institution","UK","Full","'https://www.nottingham.ac.uk/news/pressreleases/2018/april/the-university-of-nottingham-fossil-fuel-divestment.aspx'",1
"1229"," 'http://www.otago.ac.nz/' University of Otago","Educational Institution","New Zealand","Fossil Free","",1
"1230"," 'http://www.otago.ac.nz/alumni/donate/foundations-trusts/otago102457.html' University of Otago Foundation Trust","Educational Institution","New Zealand","Full","'http://www.scoop.co.nz/stories/SC1507/S00045/uni-of-otago-foundation-trust-divests-from-fossil-fuel.htm'",1
"1231"," 'https://www.uottawa.ca/this-is-uottawa/?gclid=Cj0KCQjw7sDlBRC9ARIsAD-pDFqy8qKj_wxnjOc3-4vz8IR8SZufjNY9GATkSiMdB02_8n2H4pF38lMaAsO6EALw_wcB' University of Ottawa","Educational Institution","Canada","Partial","'https://www.uottawa.ca/administration-and-governance/response-executive-committee-report-finance-and-treasury-committee'",1
"1232"," 'http://www.port.ac.uk/' University of Portsmouth","Educational Institution","UK","Coal and Tar Sands Only","'http://blog.peopleandplanet.org/blog/2015/11/10/university-fossil-fuel-divestment-doubles-ahead-of-paris-climate-talks-press-release/'",1
"1233"," 'https://www.pugetsound.edu/' University of Puget Sound","Educational Institution","USA","Partial","'https://docs.google.com/spreadsheets/d/1ITuobt3gONpX45JM4AY9i5DUaCZ3reTRiEm_Bt9_kDY/edit#gid=231791904'",1
"1234"," 'https://www.reading.ac.uk/' University of Reading","Educational Institution","UK","Full","'https://www.reading.ac.uk/news-and-events/releases/PR835333.aspx'",1
"1235"," 'https://www.roehampton.ac.uk/' University of Roehampton","Educational Institution","United Kingdom","Full","'https://www.roehampton.ac.uk/globalassets/documents/corporate-information/policies/investment-policy-2020.pdf'",1
"1236"," 'https://www.sheffield.ac.uk/' University of Sheffield","Educational Institution","UK","Full","'http://blog.peopleandplanet.org/blog/2015/11/30/press-release-the-university-of-sheffield-commits-to-divest-39m-from-fossil-fuels/'",1
"1237"," 'https://www.southampton.ac.uk/' University of Southampton","Educational Institution","UK","Full","'https://southamptonclimatechange.wordpress.com/2016/05/21/fossil-free-divestment-campaign-sees-success-at-university-of-southampton/'",1
"1238"," 'https://www.usc.edu/' University of Southern California","Educational Institution","USA","Full","'https://www.insidehighered.com/quicktakes/2021/02/18/usc-will-divest-fossil-fuels'",1
"1239"," 'https://www.st-andrews.ac.uk/' University of St. Andrews","Educational Institution","UK","Full","'http://www.thenationalstudent.com/Student/2017-02-16/university_of_st_andrews_divests_from_fossil_fuels.html'",1
"1240"," 'https://www.stir.ac.uk' University of Stirling","Educational Institution","UK","Full","'https://www.thenational.scot/news/17485259.stirling-university-to-end-investment-in-fossil-fuel-firms/'",1
"1241"," 'http://www.surrey.ac.uk/' University of Surrey","Educational Institution","UK","Full","'http://blog.peopleandplanet.org/blog/2015/10/20/university-of-surrey-first-to-divest-this-academic-year-press-release/'",1
"1242","University of Sussex","Educational Institution","UK","Full","'https://www.sussexstudent.com/news/article/campaigns/Campaign-win-for-Fossil-Free-Sussex/'",1
"1243"," 'https://sydney.edu.au/' University of Sydney","Educational Institution","Australia","Partial","",1
"1244"," 'https://www.utas.edu.au/' University of Tasmania","Educational Institution","Australia","Full","'https://www.utas.edu.au/latest-news/utas-homepage-news/university-to-change-investment-strategy-to-support-delivery-of-a-zero-carbon-world'",1
"1245"," 'https://www.ulster.ac.uk' University of Ulster","Educational Institution","UK","Partial","'https://www.ulster.ac.uk/__data/assets/pdf_file/0008/335690/Ethical-Investment-Policy-Statement.pdf'",1
"1246"," 'https://www.uvm.edu/' University of Vermont","Educational Institution","USA","Full","'https://www.uvm.edu/sites/default/files/Office-of-Sustainability/SWG_Report_and_Recommendation_07-14-20.pdf'",1
"1247","University of Wales Trinity Saint David","Educational Institution","UK","Full","'https://peopleandplanet.org/university/129383#fossil-free-scorecard'",1
"1248"," 'http://www2.warwick.ac.uk/' University of Warwick","Educational Institution","UK","Full","'http://gofossilfree.org/uk/press-release/university-of-warwick-commits-to-divest-from-fossil-fuels/'",1
"1249"," 'https://www.washington.edu/' University of Washington","Educational Institution","USA","Coal Only","'http://www.washington.edu/news/2015/05/14/uw-regents-vote-to-divest-from-coal-companies/
http://www.enewspf.com/latest-news/science/science-a-environmental/61328-university-of-washington-becomes-leader-in-divestment-movement-votes-to-cease-holdings-in-coal-companies.html'",1
"1250"," 'https://www.westminster.ac.uk/' University of Westminster","Educational Institution","UK","Coal and Tar Sands Only","'http://blog.peopleandplanet.org/blog/2015/11/10/university-fossil-fuel-divestment-doubles-ahead-of-paris-climate-talks-press-release/'",1
"1251"," 'http://www.winchester.ac.uk/' University of Winchester","Educational Institution","UK","Fossil Free","'https://peopleandplanet.org/blog/2017-08-17/fossil-fuel-divestment-state-sector'",1
"1252","University of Worcester","Educational Institution","UK","Full","'https://peopleandplanet.org/university/158284#fossil-free-scorecard'",1
"1253"," 'https://www.york.ac.uk/' University of York","Educational Institution","UK","Fossil Free","'https://mancunion.com/2019/10/03/university-of-york-announce-full-divestment-from-fossil-fuels/'",1
"1254"," 'http://www.arts.ac.uk/' University of the Arts London","Educational Institution","UK","Full","",1
"1255","University of the West of Scotland","Educational Institution","UK","Fossil Free","'https://peopleandplanet.org/university/129467#fossil-free-scorecard'",1
"1256"," 'https://www.ulb.be/' Université Libre de Bruxelles (ULB)","Educational Institution","Belgium","Full","'https://www.mixcloud.com/radiocampusbruxelles/hds-25022019-d%C3%A9sinvestissement-investissement-%C3%A9nergies-fossile-ulb/'",1
"1257"," 'https://uqam.ca/' Université du Quebec à Montreal ","Educational Institution","Canada","Full","'https://montreal.ctvnews.ca/uqam-halts-investments-in-fossil-fuels-1.4426978'",1
"1258","Urban community of Cherbourg","Government","France","Full","'http://cotentin.eelv.fr/des-motions-pour-le-desinvestissement-fossile-votees-a-linitiative-des-elus-eelv/'",1
"1259","Urban community of Hénin-Carvin","Government","France","Full","'http://www.agglo-henincarvin.fr/content/download/5604/28710/file/conseil_14oct2015.pdf'",1
"1260"," 'http://www.ursulines.org/' Ursulines of the Chatman Union","Faith-based Organization","Canada","Full","'https://docs.google.com/document/d/1Q7IfT5a-ouqXEz0ozdJMI6JfUcUoibepfgp71cH3UD4/edit'",1
"1261","Utopia Superannuation Fund","Pension Fund","Australia","Full","'https://www.divestinvestaustralia.org.au/commitments'",1
